DateAdded	Title	DOI	Year	Journal/Publisher	Abstract	Keywords	URL	Issue	Reviewers	PRs
2020-03-27	Clinical characteristics of 82 death cases with COVID-19	10.1101/2020.02.26.20028191	2020	medRxiv	Background A recently developing pneumonia caused by SARS-CoV-2 was originated in Wuhan, China, and has quickly spread across the world. We reported the clinical characteristics of 82 death cases with COVID-19 in a single center. Methods Clinical data on 82 death cases laboratory-confirmed as SARS-CoV-2 infection were obtained from a Wuhan local hospital′s electronic medical records according to previously designed standardized data collection forms. Findings All patients were local residents of Wuhan, and the great proportion of them were diagnosed as severe illness when admitted. Most of the death cases were male (65.9%). More than half of dead patients were older than 60 years (80.5%) and the median age was 72.5 years. The bulk of death cases had comorbidity (76.8%), including hypertension (56.1%), heart disease (20.7%), diabetes (18.3%), cerebrovascular disease (12.2%), and cancer (7.3%). Respiratory failure remained the leading cause of death (69.5%), following by sepsis syndrome/MOF (28.0%), cardiac failure (14.6%), hemorrhage (6.1%), and renal failure (3.7%). Furthermore, respiratory, cardiac, hemorrhage, hepatic, and renal damage were found in 100%, 89%, 80.5%, 78.0%, and 31.7% of patients, respectively. On the admission, lymphopenia (89.2%), neutrophilia (74.3%), and thrombocytopenia (24.3%) were usually observed. Most patients had a high neutrophil-to-lymphocyte ratio of &amp;gt;5 (94.5%), high systemic immune-inflammation index of &amp;gt;500 (89.2%), increased C-reactive protein level (100%), lactate dehydrogenase (93.2%), and D-dimer (97.1%). A high level of IL-6 (&amp;gt;10 pg/ml) was observed in all detected patients. Median time from initial symptom to death was 15 days (IQR 11-20), and a significant association between aspartate aminotransferase (p=0.002), alanine aminotransferase (p=0.037) and time from initial symptom to death were interestingly observed. Conclusion Older males with comorbidities are more likely to develop severe disease, even die from SARS-CoV-2 infection. Respiratory failure is the main cause of COVID-19, but either virus itself or cytokine release storm mediated damage to other organ including cardiac, renal, hepatic, and hemorrhage should be taken seriously as well.Competing Interest StatementThe authors have declared no competing interest.Funding StatementNo founding.Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe data that support the findings of this study are available from the corresponding author on reasonable request. Participant data without names and identifiers will be made available after approval from the corresponding author and National Health Commission. After publication of study findings, the data will be available for others to request. The research team will provide an email address for communication once the data are approved to be shared with others. The proposal with detailed description of study objectives and statistical analysis plan will be needed for evaluation of the reasonability to request for our data. The corresponding author will make a decision based on these materials. Additional materials may also e required during the process.	NA	http://medrxiv.org/content/early/2020/02/27/2020.02.26.20028191.abstract			
2020-03-27	Clinical Characteristics of SARS-CoV-2 Pneumonia Compared to Controls in Chinese Han Population	10.1101/2020.03.08.20031658	2020	medRxiv	Background In December 2019, novel coronavirus (SARS-CoV-2) infected pneumonia occurred in Wuhan, China. The number of cases has increased rapidly but information on the clinical characteristics of SARS-CoV-2 pneumonia without comorbidities compared to normal controls in Chinese Han population is limited. Our objective is to describe the epidemiological and clinical characteristics of SARS-CoV-2 pneumonia without comorbidities compared to normal controls in the Chinese Han population. Methods Retrospective, multi-center case series of the 69 consecutive hospitalized patients with confirmed SARS-CoV-2 pneumonia, from February 7 to February 28, 2020; final date of follow-up was February 29, 2020. Results The study population included 69 hospitalized patients with confirmed SARS-CoV-2 pneumonia without comorbidities and 14,117 normal controls. 50.7% patients were male and 49.3% were female; 1.5% patients were asymptomatic cases, 63.8% patients were mild cases, and 36.2% patients were severe or critical cases. Compared with mild patients (n = 44), severe or critical patients (n = 25) were significantly older (median age, 67 years [IQR, 58-79] vs. 49 years [IQR, 36-60]; P &amp;lt; 0.01). Fever was present in 98.6% of the patients. The second most common symptom was cough (62.3%), fatigue (58.0%), sputum (39.1%), and headache (33.3%). The median incubation period was 4 days (IQR, 2 to 7). Leukocyte count was 74.1% of normal controls and lymphocyte count was 45.9% of normal controls. The phenomenon of lymphocyte depletion (PLD) observed in severe or critical cases in 100%. Levels of lactate dehydrogenase, D-dimer, procalcitonin, and interleukin-6 were showed significant differences between mild and severe or critical cases. Chest computed tomographic scans showed bilateral patchy patterns (49.3%), local patchy shadowing (29.0%), and ground glass opacity (21.7%). 7.3% patients were diagnosed ARDS, 7.3% patients were diagnosed acute cardiac injury (troponin I &amp;gt;28 pg/mL) and 4.4% patients were diagnosed fungal infections or shock. 4.3% patients have been discharged; 1.5% patient had died; 1.5% patient had recovery. Conclusions In this multicenter case series of 69 patients without comorbidities, the full spectrum of asymptomatic, mild, severe, and critical cases is described. 50.7% patients were male and 49.3% were female; 1.5% patients were asymptomatic cases, 63.8% patients were mild cases, and 36.2% patients were severe or critical cases. 4.3% patients have been discharged; 1.5% patient had died; 1.5% patient had recovery. Among the 25 patients with severe or critical disease, 12.0% patients were underwent non-invasive mechanical ventilation, 8.0% patients underwent invasive mechanical ventilation, and 4.0% patients died.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThe study was supported by research grants from National Natural Science Foundation of China (Grant No. 81830052）and Shanghai Key Laboratory of Molecular Imaging（18DZ2260400）.Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.Yeswe have the availability of al data.	NA	http://medrxiv.org/content/early/2020/03/10/2020.03.08.20031658.abstract			
2020-03-27	Correlation Analysis Between Disease Severity and Inflammation-related Parameters in Patients with COVID-19 Pneumonia	10.1101/2020.02.25.20025643	2020	medRxiv	Aim: The new coronavirus pneumonia (COVID-19) outbreaking at the end of 2019 is highly contagious. Crude mortality rate reached 49% in critical patients. Inflammation matters on disease progression. This study analyzed blood inflammation indicators among mild, severe and critical patients, helping to identify severe or critical patients early. Methods: In this cross-sectional study, 100 patients were included and divided to mild, severe or critical groups. Correlation of peripheral blood inflammation-related indicators with disease criticality was analyzed. Cut-off values for critically ill patients were speculated through the ROC curve. Results：Significantly, disease severity were associated with age (R=-0.564, P&amp;lt;0.001), interleukin-2 receptor (IL2R) (R=-0.534, P&amp;lt;0.001), interleukin-6 (IL-6) (R=-0.535, P&amp;lt;0.001), interleukin-8 (IL-8) (R=-0.308, P&amp;lt;0.001), interleukin-10 (IL-10) (R=-0.422, P&amp;lt;0.001), tumor necrosis factor α (TNFα) (R=-0.322, P&amp;lt;0.001), C-reactive protein (CRP) (R=-0.604, P&amp;lt;0.001), ferroprotein (R=-0.508, P&amp;lt;0.001), procalcitonin (R=-0.650, P&amp;lt;0.001), white cell counts (WBC) (R=-0.54, P&amp;lt;0.001), lymphocyte counts (LC) (R=-0.56, P&amp;lt;0.001), neutrophil count (NC) (R=-0.585, P&amp;lt;0.001) and eosinophil counts (EC) (R=-0.299, P=0.01). Conclusion：With following parameters such as age &amp;gt;67.5 years, IL2R &amp;gt;793.5U/mL, CRP &amp;gt;30.7ng/mL, ferroprotein &amp;gt;2252μg/L, WBC&amp;gt;9.5*10^9/L or NC &amp;gt;7.305*10^9/L, the progress of COVID-19 to critical stage should be closely observed and possibly prevented. Inflammation is closely related to severity of COVID-19, and IL-6, TNFα and IL-8 might be promising therapeutic targets.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis study is supported by the National Natural Science Foundation of China (81904158, 81874382 and 81974567).Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe datasets generated and analyzed during the current study are available from the corresponding author on reasonable request.	NA	http://medrxiv.org/content/early/2020/02/27/2020.02.25.20025643.abstract			
2020-03-27	CoViD-19 Immunopathology & Immunotherapy	http://dx.doi.org/10.6026/97320630016222	2020	Bioinformation	T-cell immuno-pathology in patients with Corona Virus Disease 2019 (CoViD-19) is known [1]. It reports interesting observations on 522 patients with confirmed CoViD-19 symptomatology, compared to 40 control subjects. In brief, remarkable T cytopoenia was recorded by flow cytometry in the CD4+ and the CD8+ populations, which were significantly yet inversely correlated with remarkably increased serum levels of the pro-inflammatory cytokines IL-6, IL-10 and TNF-a. Flow cytometry established a progressive increase in the expression of programmed cell death marker-1 (PD-1) and T cell immunoglobulin & mucin domain 3 (Tim-3) as patients (n=14) deteriorated from prodromal to symptomatic CoViD-19 requiring intensive care. Here, we interpret these observations of Diao et al from our current understanding of T cell immunophysiology and immunopathology following an immune challenge in the form of sustained viral infection, as is the case in CoViD-19, with emphasis on exhausted T cells (Tex). Recent clinical trials to rescue Tex show promising outcomes. The relevance of these interventions for the prevention and treatment of CoViD-19 is discussed. Taken together, the data of Diao et al could proffer the first glimpse of immunopathology and possible immunotherapy for patients with CoViD-19.	Biology; Clinical trials; Immunotherapy; Lymphocytes T; Mucin; Viruses; Flow cytometry; Immune system; CD4 antigen; Interleukin 10; Interleukin 6; COVID-19; Inflammation; Lymphocytes; Cell death; Apoptosis; Serum levels; Cytokines; PD-1 protein; Tumor necrosis factor-α; Patients; Coronaviruses; CD8 antigen	https://search.proquest.com/docview/2382058803?accountid=26724; http://sfx.library.cdc.gov/cdc/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ%3Amicrobiologyb&atitle=CoViD-19+Immunopathology+%26amp%3Bamp%3B+Immunotherapy&title=Bioinformation&issn=09738894&date=2020-03-01&volume=16&issue=3&spage=219&au=Chiappelli%2C+Francesco%3BKhakshooy%2C+Allen%3BGreenberg%2C+Gillian&isbn=&jtitle=Bioinformation&btitle=&rft_id=info:eric/&rft_id=info:doi/10.6026%2F97320630016222			
2020-03-27	COVID-19 in a Designated Infectious Diseases HospitalOutside Hubei Province,China	10.1101/2020.02.17.20024018	2020	medRxiv	Background A new type of novel coronavirus infection (COVID-19) occurred in Wuhan, Hubei Province. Previous investigations reported patients in Wuhan city often progressed into severe or critical and had a high mortality rate.The clinical characteristics of affected patients outside the epicenter of Hubei province are less well understood. Methods All confirmed COVID-19 case treated in the Third People&#039;s Hospital of Shenzhen,from January 11, 2020 to February 6, 2020, were included in this study. We analyzed the epidemiological and clinical features of these cases to better inform patient management in normal hospital settings. Results Among the 298 confirmed cases, 233(81.5%) had been to Hubei while 42(14%) had not clear epidemiological history. Only 192(64%) cases presented with fever as initial symptom. The lymphocyte count decreased in 38% patients after admission. The number (percent) of cases classified as non-severe and severe was 240(80.6%) and 58(19.4%) respectively. Thirty-two patients (10.7%) needed ICU care. Compared to the non-severe cases, severe cases were associated with older age, underlying diseases, as well as higher levels of CRP, IL-6 and ESR. The median (IRQ) duration of positive viral test were 14(10-19). Slower clearance of virus was associated with higher risk of progression to severe clinical condition. As of February 14, 2020, 66(22.1%) patients were discharged and the overall mortality rate remains 0. Conclusions In a designated hospital outside the Hubei Province, COVID-19 patients were mainly characterized by mild symptoms and could be effectively manage by properly using the existing hospital system.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis work is funded by the National infectious diseases Clinical Research Center.Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe data that support the findings of this study are available from the corresponding author on reasonable request. After the publication of the study findings, the data will be available for others to request. The research team will provide an email address for communication once the data are approved to be shared with others. The proposal with a detailed description of study objectives and statistical analysis plan will be needed for evaluation of the reasonability to request for our data. The corresponding author will make a decision based on these materials. Additional materials may also be required during the process.	NA	http://medrxiv.org/content/early/2020/02/19/2020.02.17.20024018.abstract			
2020-03-27	COVID-19 infection induces readily detectable morphological and inflammation-related phenotypic changes in peripheral blood monocytes, the severity of which correlate with patient outcome	10.1101/2020.03.24.20042655	2020	medRxiv	Background: Excessive monocyte/macrophage activation with the development of a cytokine storm and subsequent acute lung injury, leading to acute respiratory distress syndrome (ARDS) is a feared consequence of infection with COVID-19. The ability to recognize and potentially intervene early in those patients at greatest risk of developing this complication could be of great clinical utility. Methods: We performed detailed flow cytometric analysis of peripheral blood samples from 28 COVID-19 patients treated at Xian No.8 Hospital and the First Affiliated Hospital of Xian Jiaotong University in early 2020 in an attempt to identify factors that could help predict severity of disease and patient outcome. Findings: While we did not detect significant differences in the number of monocytes between patients with COVID-19 and normal healthy individuals,we did identify significant morphological and functional differences, which are more pronounced in patients requiring prolonged hospitalization and ICU admission. Patients with COVID-19 have larger than normal monocytes, easily identified on forward scatter, side scatter analysis by routine flow cytometry,with the presence of a distinct population of monocytes with high forward scatter (FSC-high). On more detailed analysis, these FSC-high monocytes are CD11b+, CD14+, CD16+, CD68+, CD80+, CD163+, CD206+ and secrete IL-6, IL-10 and TNF-alpha, consistent with an inflammatory phenotype. Conclusions: The detection and serial monitoring of this subset of inflammatory monocytes using flow cytometry could be of great help in guiding the prognostication and treatment of patients with COVID-19 and merits further evaluation.Competing Interest StatementJinsong Hu has a pending patient.The other authors declare no conflict of interest.Funding StatementThis study was supported by a Special Fund for COVID-19 from Xian Jiaotong University Health Science Center, and the Key Project of Science and Technology of Shaanxi (Grant No. 2018ZDXM-SF-039).Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe data used to support the findings of this study are available from the corresponding author upon request.	NA	http://medrxiv.org/content/early/2020/03/26/2020.03.24.20042655.abstract			
2020-03-27	CoVID-19的临床特征及药物治疗思考	NA	NA	今日药学	目的 希望临床医生根据CoVID-2的病理生理学特点，针对性选用治疗药物。方法 综述CoVID-2及SARS的相关文献，结合笔者的工作体会，总结出CoVID的精准治疗方法。结果 发现氧化自由基是发病的重要机理之一，细胞免疫力下降体现在疾病的全过程，而且与疾病严重性成正比，炎性因子广泛增高，但有些是正向作用（如IL-6），而有些是负向作用（如IL-8），可能是机体复杂的调节结果。结论CoVID-2病人应常规抗氧化物治疗，常规使用提高细胞免疫力的药物，虽然有“炎性风暴”也不提倡应用糖皮质激素。	炎症风暴; 细胞免疫; 糖皮质激素	NA			
2020-03-27	Detectable serum SARS-CoV-2 viral load (RNAaemia) is closely associated with drastically elevated interleukin 6 (IL-6) level in critically ill COVID-19 patients	10.1101/2020.02.29.20029520	2020	medRxiv	Background: Although the SARS-CoV-2 viral load detection of respiratory specimen has been widely used for novel coronavirus disease (COVID-19) diagnosis, it is undeniable that serum SARS-CoV-2 nucleic acid (RNAaemia) could be detected in a fraction of the COVID-19 patients. However, it is not clear that if the incidence of RNAaemia could be correlated with the occurrence of cytokine storm or with the specific class of patients. Methods: This study enrolled 48 patients with COVID-19 admitted to the General Hospital of Central Theater Command, PLA, a designated hospital in Wuhan, China. The patients were divided into three groups according to the Diagnosis and Treatment of New Coronavirus Pneumonia (version 6) published by the National Health Commission of China. The clinical and laboratory data were collected. The serum viral load detection and serum IL-6 levels were determined. Except for routine statistical analysis, Generalized Linear Models (GLMs) analysis was used to establish a patient status prediction model based on real-time RT-PCR Ct value. Findings: The Result showed that cases with RNAaemia were exclusively confirmed in critically ill patients group and appeared to reflect the illness severity. Further more, the inflammatory cytokine IL-6 levels were significantly elevated in critically ill patients, which is almost 10-folds higher than those in other patients. More importantly, the extremely high IL-6 level was closely correlated with the incidence of RNAaemia (R=0.902) and the vital signs of COVID-19 patients (R= -0.682). Interpretation: Serum SARS-CoV-2 viral load (RNAaemia) is strongly associated with cytokine storm and can be used to predict the poor prognosis of COVID-19 patients. Moreover, our results strongly suggest that cytokine IL-6 should be considered as a therapeutic target in critically ill patients with excessive inflammatory response.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis work was supported by grants from the National Natural Science Foundation of China (91859206); Medical Science Advancement Program (Basic Medical Science) of Wuhan University (TFJC2018003); Wuhan University Funding (2042019kf1018).Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesAll data referred to the manuscript are available to readers once this submission is posted online.	NA	http://medrxiv.org/content/early/2020/03/03/2020.02.29.20029520.abstract			
2020-03-27	Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality, China: a retrospective, descriptive, multiple-center study	10.1101/2020.03.01.20029397	2020	medRxiv	Background：In January 19, 2020, first case of 2019 novel coronavirus (2019-nCoV) pneumonia (COVID-19) was confirmed in Chongqing municipality, China. Methods：In this retrospective, descriptive, multiple-center study, total of 267 patients with COVID-19 confirmed by real-time RT-PCR in Chongqing from Jan 19 to Feb 16, 2020 were recruited. Epidemiological, demographic, clinical, radiological characteristics, laboratory examinations, and treatment regimens were collected on admission. Clinical outcomes were followed up until Feb 16, 2020. Results：267 laboratory-confirmed COVID-19 patients admitted to 3 designated-hospitals in Chongqing provincial municipality from January 19 to February 16, 2020 were enrolled and categorized on admission. 217 (81.27%) and 50 (18.73%) patients were categorized into non-severe and severe subgroups, respectively. The median age of patients was 48.0 years (IQR, 35.0-65.0), with 129 (48.3%) of the patients were more than 50 years of age. 149 (55.8%) patients were men. Severe patients were significantly older (median age, 71.5 years [IQR, 65.8-77.0] vs 43.0 years [IQR, 32.5-57.0]) and more likely to be male (110 [50.7%] vs 39 [78.0%]) and have coexisting disorders (15 [30.0%] vs 26 [12.0%]). 41 (15.4%) patients had a recent travel to Hubei province, and 139 (52.1%) patients had a history of contact with patients from Hubei. On admission, the most common symptoms of COVID-19 were fever 225(84.3%), fatigue (208 [77.9%]), dry cough (189 [70.8%]), myalgia or arthralgia (136 [50.9%]). Severe patients were more likely to present dyspnea (17 [34.0%] vs 26 [12.0%]) and confusion (10 [20.0%] vs 15 [6.9%]). Rales (32 [12.0%]) and wheezes (20 [7.5%]) are not common noted for COVID-19 patients, especially for the non-severe (11 [5.1%], 10 [4.6%]). 118 (44.2%). Most severe patients demonstrated more laboratory abnormalities. 231 (86.5%), 61 (22.8%) patients had lymphopenia, leukopenia and thrombocytopenia, respectively. CD4+T cell counts decrease was observed in 77.1 % of cases, especially in the severe patients (45, 100%). 53.1% patients had decreased CD+3 T cell counts, count of CD8+T cells was lower than the normal range in part of patients (34.4%). More severe patients had lower level of CD4+ T cells and CD+3 T cells (45 [100.0%] vs 29[56.9%], 31 [68.9%] vs 20 [39.2%]). Most patients had normal level of IL-2, IL-4, TNF-α and INF-γ, while high level of IL-6 and IL-17A was common in COVID-19 patients (47 [70.1%], 35 [52.2%]). Level of IL-6, IL-17A and TNF-α was remarkably elevated in severe patients (32 [84.2%] vs 15 [51.7%], 25 [65.8%] vs 10 [34.5%], 17 [44.7%] vs 5 [17.2%]). All patients received antiviral therapy (267, 100%). A portion of severe patients (38, 76.0%) received systemic corticosteroid therapy. Invasive mechanical ventilation in prone position, non-invasive mechanical ventilation, high-flow nasal cannula oxygen therapy was adopted only in severe patients with respiratory failure (5[10.0%], 35[70.0%], 12[24.0%]). Traditional Chinese medicine was adopted to most of severe patients (43,86.0%). Conclusion:Our study firstly demonstrated the regional disparity of COVID-19 in Chongqing municipality and further thoroughly compared the differences between severe and non-severe patients. The 28-day mortality of COVID-19 patients from 3 designed hospitals of Chongqing is 1.5%, lower than that of Hubei province and mainland China including Hubei province. However, the 28-mortality of severe patients was relatively high, with much higher when complications occurred. Notably, the 28-mortality of critically severe patients complicated with severe ARDS is considerably as high as 44.4%. Therefore, early diagnosis and intensive care of critically severe COVID-19 cases, especially those combined with ARDS, will be considerably essential to reduce mortality.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis study was supported by National Natural Science Foundation of China (Grant NO. 81670071) and the National Natural Science Foundation for Young Sc olars of China (Grant NO. 81800083).Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesAll data referred to in the manuscript are availability.https://pan.baidu.com/s/12c1bSopgxC9EbIovynpCvw	NA	http://medrxiv.org/content/early/2020/03/03/2020.03.01.20029397.abstract			
2020-03-27	Epidemiological and clinical features of COVID-19 patients with and without pneumonia in Beijing, China	10.1101/2020.02.28.20028068	2020	medRxiv	Background:SARS-CoV-2-caused coronavirus disease (COVID-19) is posinga large casualty. The features of COVID-19patients withand without pneumonia,SARS-CoV-2 transmissibility in asymptomatic carriers, and factors predicting disease progression remain unknown. Methods: We collected information on clinical characteristics, exposure history, andlaboratory examinations of all laboratory-confirmed COVID-19 patients admitted to PLA General Hospital. Cox regression analysis was applied to identify prognostic factors. The last follow-up was February 18, 2020. Results:We characterized 55 consecutive COVID-19 patients. The mean incubation was 8.42(95% confidence interval [CI], 6.55-10.29) days. The mean SARS-CoV-2-positive duration from first positive test to clearance was 9.71(95%CI, 8.21-11.22) days. COVID-19 course was approximately 2 weeks. Asymptomatic carriers might transmit SARS-CoV-2. Compared with patients without pneumonia, those with pneumonia were 15 years older and had a higher rate of hypertension, higher frequencies of having a fever and cough, and higher levels of interleukin-6 (14.61 vs. 8.06pg/mL, P=0.040), B lymphocyte proportion (13.0% vs.10.0%, P=0.024), low account (&amp;lt;190/μL) of CD8+ T cells (33.3% vs. 0, P=0.019). Multivariate Cox regression analysis indicated that circulating interleukin-6 andlactate independently predicted COVID-19 progression, with a hazard ratio (95%CI) of 1.052 (1.000-1.107) and 1.082 (1.013-1.155), respectively. During disease course,T lymphocytes were generally lower,neutrophils higher, in pneumonia patients than in pneumonia-free patients. CD8+ lymphocytes did not increase at the 20th days after illness onset. Conclusion: The epidemiological features areimportant for COVID-19 prophylaxis. Circulating interleukin-6 and lactateare independent prognostic factors. CD8+ T cell exhaustion might be critical in the development of COVID-19.Competing Interest StatementThe authors have declared no competing interest.Funding StatementThis study was partly supported by an environmental health project (AWS16J023 to Guangwen Cao) from Chinese military system.Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesOriginal data are open.	NA	http://medrxiv.org/content/early/2020/03/03/2020.02.28.20028068.abstract			
